AvgSpotLen	BioSample	DATASTORE_filetype	DATASTORE_provider	DATASTORE_region	Experiment	Library_Name	LoadDate	MBases	MBytes	ReleaseDate	Run	SRA_Sample	Sample_Name	collection_date	misc_param	Assay_Type	BioProject	BioSampleModel	Center_Name	Consent	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	SRA_Study	geo_loc_name	host	isolation_source	lat_lon
253	SAMN05943475	contigs sra	ncbi		SRX2319571	J4T4	2016-11-04	0	0	2016-11-09	SRR4826603	SRS1775793	J4T3	21-Oct-2014	Treatment:6-high	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943476	contigs sra	ncbi		SRX2319572	J5T4	2016-11-04	1	1	2016-11-09	SRR4826605	SRS1775794	J5T3	21-Oct-2014	Treatment:2-mid	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943477	contigs sra	ncbi		SRX2319573	J6T4	2016-11-04	2	1	2016-11-09	SRR4826609	SRS1775795	J6T3	21-Oct-2014	Treatment:2-low	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943478	contigs sra	ncbi sra-sos	sra-sos.public	SRX2319574	K1T4	2016-11-04	1	1	2016-11-09	SRR4826613	SRS1775796	K1T3	21-Oct-2014	Treatment:2-mid	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943479	contigs sra	ncbi		SRX2319575	K2T4	2016-11-04	1	0	2016-11-09	SRR4826617	SRS1775797	K2T3	21-Oct-2014	Treatment:6-high	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943480	contigs sra	ncbi		SRX2319576	K3T4	2016-11-04	0	0	2016-11-09	SRR4826619	SRS1775798	K3T3	21-Oct-2014	Treatment:6-low	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943481	contigs sra	ncbi		SRX2319577	K4T4	2016-11-04	1	0	2016-11-09	SRR4826622	SRS1775799	K4T3	21-Oct-2014	Treatment:6-mid	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943367	contigs sra	ncbi sra-sos	sra-sos.public	SRX2319578	D4T3	2016-11-04	9	5	2016-11-09	SRR4826625	SRS1775800	D4T2	15-Oct-2014	Treatment:2-low	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943384	contigs sra	ncbi		SRX2319579	G3T3	2016-11-04	5	3	2016-11-09	SRR4826628	SRS1775801	G3T2	15-Oct-2014	Treatment:2-mid	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943385	contigs sra	ncbi		SRX2319580	G4T3	2016-11-04	9	6	2016-11-09	SRR4826632	SRS1775802	G4T2	15-Oct-2014	Treatment:6-high	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943362	contigs sra	ncbi sra-sos	sra-sos.public	SRX2319581	C5T3	2016-11-04	4	2	2016-11-09	SRR4826634	SRS1775803	C5T2	15-Oct-2014	Treatment:6-low	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943368	contigs sra	ncbi		SRX2319582	D5T3	2016-11-04	4	2	2016-11-09	SRR4826635	SRS1775804	D5T2	15-Oct-2014	Treatment:6-high	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943423	contigs sra	ncbi sra-sos	sra-sos.public	SRX2319583	A6T4	2016-11-04	1	1	2016-11-09	SRR4826637	SRS1775805	A6T3	20-Oct-2014	Treatment:2-low	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943422	contigs sra	ncbi		SRX2319584	A5T4	2016-11-04	3	2	2016-11-09	SRR4826638	SRS1775806	A5T3	20-Oct-2014	Treatment:6-mid	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943421	contigs sra	sra-sos	sra-sos.public	SRX2319585	A4T4	2016-11-04	2	1	2016-11-09	SRR4826642	SRS1775807	A4T3	20-Oct-2014	Treatment:2-mid	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943420	contigs sra	ncbi sra-sos	sra-sos.public	SRX2319586	A3T4	2016-11-04	3	2	2016-11-09	SRR4826647	SRS1775808	A3T3	20-Oct-2014	Treatment:6-high	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943419	contigs sra	ncbi sra-sos	sra-sos.public	SRX2319587	A2T4	2016-11-04	3	2	2016-11-09	SRR4826650	SRS1775809	A2T3	20-Oct-2014	Treatment:6-low	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943418	contigs sra	ncbi		SRX2319588	A1T4	2016-11-04	4	2	2016-11-09	SRR4826653	SRS1775810	A1T3	20-Oct-2014	Treatment:2-high	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943417	contigs sra	ncbi sra-sos	sra-sos.public	SRX2319589	L6T3	2016-11-04	3	2	2016-11-09	SRR4826655	SRS1775811	L6T2	16-Oct-2014	Treatment:2-high	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943416	contigs sra	ncbi sra-sos	sra-sos.public	SRX2319590	L5T3	2016-11-04	1	1	2016-11-09	SRR4826658	SRS1775812	L5T2	16-Oct-2014	Treatment:2-mid	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943415	contigs sra	ncbi		SRX2319591	L4T3	2016-11-04	3	2	2016-11-09	SRR4826663	SRS1775813	L4T2	16-Oct-2014	Treatment:6-high	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943414	contigs sra	ncbi		SRX2319592	L3T3	2016-11-04	4	2	2016-11-09	SRR4826665	SRS1775814	L3T2	16-Oct-2014	Treatment:6-low	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943491	contigs sra	ncbi sra-sos	sra-sos.public	SRX2319593	A2T5	2016-11-04	2	1	2016-11-09	SRR4826669	SRS1775815	A2T4	27-Oct-2014	Treatment:6-low	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943490	contigs sra	ncbi		SRX2319594	A1T5	2016-11-04	1	1	2016-11-09	SRR4826673	SRS1775816	A1T4	27-Oct-2014	Treatment:2-high	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943489	contigs sra	ncbi sra-sos	sra-sos.public	SRX2319595	L6T4	2016-11-04	2	1	2016-11-09	SRR4826677	SRS1775817	L6T3	21-Oct-2014	Treatment:2-high	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943488	contigs sra	ncbi		SRX2319596	L5T4	2016-11-04	2	1	2016-11-09	SRR4826679	SRS1775818	L5T3	21-Oct-2014	Treatment:2-mid	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943487	contigs sra	ncbi		SRX2319597	L4T4	2016-11-04	3	2	2016-11-09	SRR4826682	SRS1775819	L4T3	21-Oct-2014	Treatment:6-high	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943486	contigs sra	ncbi sra-sos	sra-sos.public	SRX2319598	L3T4	2016-11-04	5	3	2016-11-09	SRR4826685	SRS1775820	L3T3	21-Oct-2014	Treatment:6-low	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943485	contigs sra	ncbi		SRX2319599	L2T4	2016-11-04	2	1	2016-11-09	SRR4826688	SRS1775821	L2T3	21-Oct-2014	Treatment:6-mid	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943484	contigs sra	ncbi		SRX2319600	L1T4	2016-11-04	2	1	2016-11-09	SRR4826692	SRS1775822	L1T3	21-Oct-2014	Treatment:2-low	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943366	contigs sra	ncbi		SRX2319601	D3T3	2016-11-04	8	5	2016-11-09	SRR4826694	SRS1775823	D3T2	15-Oct-2014	Treatment:6-mid	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943392	contigs sra	ncbi sra-sos	sra-sos.public	SRX2319602	H5T3	2016-11-04	1	1	2016-11-09	SRR4826696	SRS1775824	H5T2	15-Oct-2014	Treatment:2-mid	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943364	contigs sra	ncbi		SRX2319603	D1T3	2016-11-04	10	6	2016-11-09	SRR4826699	SRS1775825	D1T2	15-Oct-2014	Treatment:6-low	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943365	contigs sra	ncbi sra-sos	sra-sos.public	SRX2319604	D2T3	2016-11-04	4	2	2016-11-09	SRR4826702	SRS1775826	D2T2	15-Oct-2014	Treatment:2-mid	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943370	contigs sra	ncbi sra-sos	sra-sos.public	SRX2319605	E1T3	2016-11-04	6	4	2016-11-09	SRR4826706	SRS1775827	E1T2	15-Oct-2014	Treatment:2-low	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943371	contigs sra	ncbi		SRX2319606	E2T3	2016-11-04	8	5	2016-11-09	SRR4826709	SRS1775828	E2T2	15-Oct-2014	Treatment:2-mid	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943493	contigs sra	ncbi		SRX2319607	A4T5	2016-11-04	6	4	2016-11-09	SRR4826710	SRS1775829	A4T4	27-Oct-2014	Treatment:2-mid	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943492	contigs sra	sra-sos	sra-sos.public	SRX2319608	A3T5	2016-11-04	3	1	2016-11-09	SRR4826711	SRS1775830	A3T4	27-Oct-2014	Treatment:6-high	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943318	contigs sra	sra-sos	sra-sos.public	SRX2319609	H3T1	2016-11-04	8	5	2016-11-09	SRR4826713	SRS1775831	H3T1	09-Oct-2014	PlotLocation:H3	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943445	contigs sra	ncbi sra-sos	sra-sos.public	SRX2319610	E4T4	2016-11-04	8	5	2016-11-09	SRR4826715	SRS1775832	E4T3	20-Oct-2014	Treatment:6-mid	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943424	contigs sra	ncbi		SRX2319611	B1T4	2016-11-04	3	2	2016-11-09	SRR4826717	SRS1775834	B1T3	20-Oct-2014	Treatment:6-high	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943425	contigs sra	ncbi sra-sos	sra-sos.public	SRX2319612	B2T4	2016-11-04	5	3	2016-11-09	SRR4826720	SRS1775833	B2T3	20-Oct-2014	Treatment:6-low	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943412	contigs sra	sra-sos	sra-sos.public	SRX2319613	L1T3	2016-11-04	5	3	2016-11-09	SRR4826724	SRS1775835	L1T2	16-Oct-2014	Treatment:2-low	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943413	contigs sra	ncbi		SRX2319614	L2T3	2016-11-04	5	3	2016-11-09	SRR4826727	SRS1775836	L2T2	16-Oct-2014	Treatment:6-mid	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943406	contigs sra	ncbi		SRX2319615	K1T3	2016-11-04	4	2	2016-11-09	SRR4826729	SRS1775837	K1T2	16-Oct-2014	Treatment:2-mid	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943407	contigs sra	ncbi		SRX2319616	K2T3	2016-11-04	3	2	2016-11-09	SRR4826732	SRS1775838	K2T2	16-Oct-2014	Treatment:6-high	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943404	contigs sra	ncbi		SRX2319617	J5T3	2016-11-04	1	1	2016-11-09	SRR4826735	SRS1775839	J5T2	16-Oct-2014	Treatment:2-mid	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943405	contigs sra	ncbi sra-sos	sra-sos.public	SRX2319618	J6T3	2016-11-04	2	1	2016-11-09	SRR4826741	SRS1775840	J6T2	16-Oct-2014	Treatment:2-low	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943410	contigs sra	sra-sos	sra-sos.public	SRX2319619	K5T3	2016-11-04	3	2	2016-11-09	SRR4826743	SRS1775841	K5T2	16-Oct-2014	Treatment:2-low	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943411	contigs sra	ncbi sra-sos	sra-sos.public	SRX2319620	K6T3	2016-11-04	4	3	2016-11-09	SRR4826747	SRS1775842	K6T2	16-Oct-2014	Treatment:2-high	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943408	contigs sra	ncbi		SRX2319621	K3T3	2016-11-04	1	1	2016-11-09	SRR4826752	SRS1775843	K3T2	16-Oct-2014	Treatment:6-low	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943409	contigs sra	ncbi		SRX2319622	K4T3	2016-11-04	3	2	2016-11-09	SRR4826755	SRS1775844	K4T2	16-Oct-2014	Treatment:6-mid	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943536	contigs sra	ncbi sra-sos	sra-sos.public	SRX2319623	H5T5	2016-11-04	1	1	2016-11-09	SRR4826758	SRS1775846	H5T4	27-Oct-2014	Treatment:2-mid	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943537	contigs sra	ncbi		SRX2319624	H6T5	2016-11-04	2	1	2016-11-09	SRR4826762	SRS1775845	H6T4	27-Oct-2014	Treatment:2-low	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943534	contigs sra	sra-sos	sra-sos.public	SRX2319625	H3T5	2016-11-04	6	4	2016-11-09	SRR4826769	SRS1775847	H3T4	27-Oct-2014	Treatment:6-mid	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943535	contigs sra	ncbi		SRX2319626	H4T5	2016-11-04	1	1	2016-11-09	SRR4826772	SRS1775848	H4T4	27-Oct-2014	Treatment:6-low	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943540	contigs sra	ncbi sra-sos	sra-sos.public	SRX2319627	I3T5	2016-11-04	14	9	2016-11-09	SRR4826779	SRS1775849	I3T4	28-Oct-2014	Treatment:6-mid	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
254	SAMN05943541	contigs sra	ncbi		SRX2319628	I4T5	2016-11-04	0	0	2016-11-09	SRR4826781	SRS1775850	I4T4	28-Oct-2014	Treatment:6-high	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943538	contigs sra	ncbi		SRX2319629	I1T5	2016-11-04	15	9	2016-11-09	SRR4826785	SRS1775851	I1T4	28-Oct-2014	Treatment:6-low	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943539	contigs sra	ncbi sra-sos	sra-sos.public	SRX2319630	I2T5	2016-11-04	8	5	2016-11-09	SRR4826792	SRS1775852	I2T4	28-Oct-2014	Treatment:2-low	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943542	contigs sra	ncbi sra-sos	sra-sos.public	SRX2319631	I5T5	2016-11-04	8	5	2016-11-09	SRR4826799	SRS1775853	I5T4	28-Oct-2014	Treatment:2-mid	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943543	contigs sra	ncbi		SRX2319632	I6T5	2016-11-04	8	5	2016-11-09	SRR4826803	SRS1775854	I6T4	28-Oct-2014	Treatment:2-high	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
