AvgSpotLen	BioSample	BioSampleModel	Cultivar	DATASTORE_provider	DATASTORE_region	Experiment	ID	InsertSize	LibraryLayout	Library_Name	LoadDate	MBases	MBytes	Plant	ReleaseDate	Rice_Field	Run	SRA_Sample	Sample_Name	collection_date	env_biome	env_feature	env_material	geo_loc_name	host	lat_lon	Assay_Type	BioProject	Center_Name	Consent	DATASTORE_filetype	Instrument	LibrarySelection	LibrarySource	Organism	Platform	SRA_Study
494	SAMN02928902	MIGS/MIMS/MIMARKS.host-associated		sra-sos	sra-sos.public	SRX659989		250	PAIRED	FieldRun1	2016-06-09	50	34	3	2014-07-26	BB_P1	SRR1524455	SRS664988	JE.Lundberg.127	2013-07-08	Rice Paddy	Rice Paddy	Rhizosphere	USA: California, Central Valley	Rice	38.79889 N 121.44694 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02928903	MIGS/MIMS/MIMARKS.host-associated		sra-sos	sra-sos.public	SRX659991		250	PAIRED	FieldRun1	2016-06-09	75	51	3	2014-07-26	BB_P1	SRR1524456	SRS664990	JE.Lundberg.128	2013-07-08	Rice Paddy	Rice Paddy	Rhizoplane	USA: California, Central Valley	Rice	38.79889 N 121.44694 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
490	SAMN02929740	MIGS/MIMS/MIMARKS.host-associated	Nipponebare	sra-sos	sra-sos.public	SRX660074	JE.Soil.51	250	PAIRED	GHRun1	2016-06-09	36	23		2014-07-26		SRR1524457	SRS665073	JE.Soil.51	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
490	SAMN02929741	MIMS.me	Nipponebare	sra-sos	sra-sos.public	SRX660108	JE.Soil.52	250	PAIRED	GHRun1	2016-06-09	29	16		2014-07-26		SRR1524458	SRS665107	JE.Soil.52	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
490	SAMN02929742	MIGS/MIMS/MIMARKS.host-associated	M104	sra-sos	sra-sos.public	SRX660110	JE.Soil.54	250	PAIRED	GHRun1	2016-06-09	40	24		2014-07-26		SRR1524459	SRS665109	JE.Soil.54	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
490	SAMN02929743	MIGS/MIMS/MIMARKS.host-associated	M104	sra-sos	sra-sos.public	SRX660112	JE.Soil.56	250	PAIRED	GHRun1	2016-06-09	28	16		2014-07-26		SRR1524460	SRS665111	JE.Soil.56	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
490	SAMN02929744	MIGS/MIMS/MIMARKS.host-associated	Soil	sra-sos	sra-sos.public	SRX660113	JE.Soil.57	250	PAIRED	GHRun1	2016-06-09	22	13		2014-07-26		SRR1524461	SRS665112	JE.Soil.57	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Bulk Soil	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
490	SAMN02929745	MIGS/MIMS/MIMARKS.host-associated	IR50	sra-sos	sra-sos.public	SRX660117	JE.Soil.58	250	PAIRED	GHRun2	2016-06-09	33	20		2014-07-26		SRR1524462	SRS665116	JE.Soil.58	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
490	SAMN02929746	MIGS/MIMS/MIMARKS.host-associated	IR50	sra-sos	sra-sos.public	SRX660120	JE.Soil.59	250	PAIRED	GHRun1	2016-06-09	17	10		2014-07-26		SRR1524463	SRS665119	JE.Soil.59	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
490	SAMN02929747	MIMS.me	IR50	sra-sos	sra-sos.public	SRX660122	JE.Soil.60	250	PAIRED	GHRun1	2016-06-09	25	14		2014-07-26		SRR1524464	SRS665122	JE.Soil.60	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
490	SAMN02929748	MIMS.me	93-11	sra-sos	sra-sos.public	SRX660125	JE.Soil.62	250	PAIRED	GHRun1	2016-06-09	19	12		2014-07-26		SRR1524465	SRS665124	JE.Soil.62	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
490	SAMN02929749	MIMS.me	93-11	sra-sos	sra-sos.public	SRX660128	JE.Soil.63	250	PAIRED	GHRun1	2016-06-09	19	11		2014-07-26		SRR1524466	SRS665127	JE.Soil.63	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
490	SAMN02929750	MIGS/MIMS/MIMARKS.host-associated	93-11	sra-sos	sra-sos.public	SRX660130	JE.Soil.64	250	PAIRED	GHRun1	2016-06-09	36	21		2014-07-26		SRR1524467	SRS665129	JE.Soil.64	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
490	SAMN02929751	MIMS.me	Glab_E	sra-sos	sra-sos.public	SRX660132	JE.Soil.66	250	PAIRED	GHRun1	2016-06-09	30	18		2014-07-26		SRR1524468	SRS665131	JE.Soil.66	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
490	SAMN02929752	MIGS/MIMS/MIMARKS.host-associated	Glab_E	sra-sos	sra-sos.public	SRX660135	JE.Soil.67	250	PAIRED	GHRun1	2016-06-09	21	13		2014-07-26		SRR1524469	SRS665133	JE.Soil.67	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
490	SAMN02929753	MIGS/MIMS/MIMARKS.host-associated	Glab_E	sra-sos	sra-sos.public	SRX660138	JE.Soil.68	250	PAIRED	GHRun1	2016-06-09	22	13		2014-07-26		SRR1524471	SRS665137	JE.Soil.68	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
490	SAMN02929754	MIGS/MIMS/MIMARKS.host-associated	Glab_B	sra-sos	sra-sos.public	SRX660140	JE.Soil.70	250	PAIRED	GHRun1	2016-06-09	27	16		2014-07-26		SRR1524472	SRS665139	JE.Soil.70	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02928904	MIGS/MIMS/MIMARKS.host-associated		sra-sos	sra-sos.public	SRX659992		250	PAIRED	FieldRun1	2016-06-09	40	27	3	2014-07-26	BB_P1	SRR1524473	SRS664991	JE.Lundberg.129	2013-07-08	Rice Paddy	Rice Paddy	Endosphere	USA: California, Central Valley	Rice	38.79889 N 121.44694 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
490	SAMN02929755	MIMS.me	Glab_B	sra-sos	sra-sos.public	SRX660142	JE.Soil.71	250	PAIRED	GHRun1	2016-06-09	19	12		2014-07-26		SRR1524474	SRS665141	JE.Soil.71	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
490	SAMN02929756	MIGS/MIMS/MIMARKS.host-associated	Glab_B	sra-sos	sra-sos.public	SRX660144	JE.Soil.72	250	PAIRED	GHRun1	2016-06-09	19	11		2014-07-26		SRR1524475	SRS665143	JE.Soil.72	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02928905	MIGS/MIMS/MIMARKS.host-associated		sra-sos	sra-sos.public	SRX659994		250	PAIRED	FieldRun1	2016-06-09	54	36	4	2014-07-26	BB_P1	SRR1524476	SRS664992	JE.Lundberg.130	2013-07-08	Rice Paddy	Rice Paddy	Rhizosphere	USA: California, Central Valley	Rice	38.79889 N 121.44694 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
490	SAMN02929757	MIGS/MIMS/MIMARKS.host-associated	Nipponebare	sra-sos	sra-sos.public	SRX660146	JE.Soil.74	250	PAIRED	GHRun1	2016-06-09	61	36		2014-07-26		SRR1524477	SRS665145	JE.Soil.74	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02928906	MIGS/MIMS/MIMARKS.host-associated		sra-sos	sra-sos.public	SRX659995		250	PAIRED	FieldRun1	2016-06-09	47	32	4	2014-07-26	BB_P1	SRR1524478	SRS664995	JE.Lundberg.131	2013-07-08	Rice Paddy	Rice Paddy	Rhizoplane	USA: California, Central Valley	Rice	38.79889 N 121.44694 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
490	SAMN02929758	MIMS.me	Nipponebare	sra-sos	sra-sos.public	SRX660148	JE.Soil.75	250	PAIRED	GHRun1	2016-06-09	14	9		2014-07-26		SRR1524479	SRS665147	JE.Soil.75	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02928907	MIGS/MIMS/MIMARKS.host-associated		sra-sos	sra-sos.public	SRX659997		250	PAIRED	FieldRun1	2016-06-09	35	24	4	2014-07-26	BB_P1	SRR1524480	SRS664996	JE.Lundberg.132	2013-07-08	Rice Paddy	Rice Paddy	Endosphere	USA: California, Central Valley	Rice	38.79889 N 121.44694 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
490	SAMN02929759	MIMS.me	Nipponebare	sra-sos	sra-sos.public	SRX660151	JE.Soil.76	250	PAIRED	GHRun1	2016-06-09	18	11		2014-09-08		SRR1524481	SRS665150	JE.Soil.76	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02928908	MIGS/MIMS/MIMARKS.host-associated		sra-sos	sra-sos.public	SRX659999		250	PAIRED	FieldRun1	2016-06-09	56	38	5	2014-07-26	BB_P1	SRR1524540	SRS664998	JE.Lundberg.133	2013-07-08	Rice Paddy	Rice Paddy	Rhizosphere	USA: California, Central Valley	Rice	38.79889 N 121.44694 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
490	SAMN02929760	MIGS/MIMS/MIMARKS.host-associated	M104	sra-sos	sra-sos.public	SRX660153	JE.Soil.78	250	PAIRED	GHRun1	2016-06-09	35	21		2014-07-26		SRR1524541	SRS665152	JE.Soil.78	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02928909	MIGS/MIMS/MIMARKS.host-associated		sra-sos	sra-sos.public	SRX660001		250	PAIRED	FieldRun1	2016-06-09	57	39	5	2014-07-26	BB_P1	SRR1524542	SRS665000	JE.Lundberg.134	2013-07-08	Rice Paddy	Rice Paddy	Rhizoplane	USA: California, Central Valley	Rice	38.79889 N 121.44694 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
490	SAMN02929761	MIGS/MIMS/MIMARKS.host-associated	M104	sra-sos	sra-sos.public	SRX660155	JE.Soil.80	250	PAIRED	GHRun1	2016-06-09	22	12		2014-07-26		SRR1524559	SRS665154	JE.Soil.80	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
490	SAMN02929762	MIGS/MIMS/MIMARKS.host-associated	IR50	sra-sos	sra-sos.public	SRX660157	JE.Soil.82	250	PAIRED	GHRun1	2016-06-09	32	19		2014-07-26		SRR1524560	SRS665156	JE.Soil.82	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
490	SAMN02929763	MIMS.me	IR50	sra-sos	sra-sos.public	SRX660159	JE.Soil.83	250	PAIRED	GHRun1	2016-06-09	19	11		2014-07-26		SRR1524561	SRS665158	JE.Soil.83	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02928910	MIGS/MIMS/MIMARKS.host-associated		sra-sos	sra-sos.public	SRX660002		250	PAIRED	FieldRun1	2016-06-09	51	34	5	2014-07-26	BB_P1	SRR1524562	SRS665001	JE.Lundberg.135	2013-07-08	Rice Paddy	Rice Paddy	Endosphere	USA: California, Central Valley	Rice	38.79889 N 121.44694 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
490	SAMN02929764	MIGS/MIMS/MIMARKS.host-associated	IR50	sra-sos	sra-sos.public	SRX660161	JE.Soil.84	250	PAIRED	GHRun1	2016-06-09	14	8		2014-07-26		SRR1524563	SRS665160	JE.Soil.84	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02928911	MIGS/MIMS/MIMARKS.host-associated		sra-sos	sra-sos.public	SRX660004		250	PAIRED	FieldRun1	2016-06-09	55	37	6	2014-07-26	BB_P1	SRR1524564	SRS665002	JE.Lundberg.136	2013-07-08	Rice Paddy	Rice Paddy	Rhizosphere	USA: California, Central Valley	Rice	38.79889 N 121.44694 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
490	SAMN02929765	MIMS.me	93-11	sra-sos	sra-sos.public	SRX660164	JE.Soil.86	250	PAIRED	GHRun1	2016-06-09	19	11		2014-07-26		SRR1524565	SRS665163	JE.Soil.86	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02928912	MIGS/MIMS/MIMARKS.host-associated		sra-sos	sra-sos.public	SRX660005		250	PAIRED	FieldRun1	2016-06-09	40	27	6	2014-07-26	BB_P1	SRR1524566	SRS665004	JE.Lundberg.137	2013-07-08	Rice Paddy	Rice Paddy	Rhizoplane	USA: California, Central Valley	Rice	38.79889 N 121.44694 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02928913	MIGS/MIMS/MIMARKS.host-associated		sra-sos	sra-sos.public	SRX660006		250	PAIRED	FieldRun1	2016-06-09	36	24	6	2014-07-26	BB_P1	SRR1524567	SRS665005	JE.Lundberg.138	2013-07-08	Rice Paddy	Rice Paddy	Endosphere	USA: California, Central Valley	Rice	38.79889 N 121.44694 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
490	SAMN02929766	MIGS/MIMS/MIMARKS.host-associated	93-11	sra-sos	sra-sos.public	SRX660166	JE.Soil.87	250	PAIRED	GHRun1	2016-06-09	20	12		2014-07-26		SRR1524568	SRS665165	JE.Soil.87	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02928914	MIGS/MIMS/MIMARKS.host-associated		sra-sos	sra-sos.public	SRX660008		250	PAIRED	FieldRun1	2016-06-09	50	34	7	2014-07-26	BB_P1	SRR1524569	SRS665007	JE.Lundberg.139	2013-07-08	Rice Paddy	Rice Paddy	Rhizosphere	USA: California, Central Valley	Rice	38.79889 N 121.44694 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
490	SAMN02929767	MIMS.me	93-11	sra-sos	sra-sos.public	SRX660169	JE.Soil.88	250	PAIRED	GHRun1	2016-06-09	23	13		2014-07-26		SRR1524570	SRS665168	JE.Soil.88	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02928915	MIGS/MIMS/MIMARKS.host-associated		sra-sos	sra-sos.public	SRX660010		250	PAIRED	FieldRun1	2016-06-09	37	25	7	2014-07-26	BB_P1	SRR1524571	SRS665009	JE.Lundberg.140	2013-07-08	Rice Paddy	Rice Paddy	Rhizoplane	USA: California, Central Valley	Rice	38.79889 N 121.44694 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
490	SAMN02929768	MIGS/MIMS/MIMARKS.host-associated	Glab_E	sra-sos	sra-sos.public	SRX660171	JE.Soil.91	250	PAIRED	GHRun1	2016-06-09	19	11		2014-07-26		SRR1524572	SRS665170	JE.Soil.91	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02928916	MIGS/MIMS/MIMARKS.host-associated		sra-sos	sra-sos.public	SRX660011		250	PAIRED	FieldRun1	2016-06-09	61	41	7	2014-07-26	BB_P1	SRR1524573	SRS665010	JE.Lundberg.141	2013-07-08	Rice Paddy	Rice Paddy	Endosphere	USA: California, Central Valley	Rice	38.79889 N 121.44694 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
490	SAMN02929769	MIGS/MIMS/MIMARKS.host-associated	Glab_E	sra-sos	sra-sos.public	SRX660174	JE.Soil.92	250	PAIRED	GHRun1	2016-06-09	21	12		2014-07-26		SRR1524574	SRS665173	JE.Soil.92	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02928917	MIGS/MIMS/MIMARKS.host-associated		sra-sos	sra-sos.public	SRX660013		250	PAIRED	FieldRun1	2016-06-09	62	42	8	2014-07-26	BB_P1	SRR1524575	SRS665012	JE.Lundberg.142	2013-07-08	Rice Paddy	Rice Paddy	Rhizosphere	USA: California, Central Valley	Rice	38.79889 N 121.44694 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02928918	MIGS/MIMS/MIMARKS.host-associated		sra-sos	sra-sos.public	SRX660015		250	PAIRED	FieldRun1	2016-06-09	35	24	8	2014-07-26	BB_P1	SRR1524576	SRS665014	JE.Lundberg.143	2013-07-08	Rice Paddy	Rice Paddy	Rhizoplane	USA: California, Central Valley	Rice	38.79889 N 121.44694 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
490	SAMN02929770	MIMS.me	Glab_B	sra-sos	sra-sos.public	SRX660177	JE.Soil.95	250	PAIRED	GHRun1	2016-06-09	19	11		2014-07-26		SRR1524577	SRS665176	JE.Soil.95	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02928919	MIGS/MIMS/MIMARKS.host-associated		sra-sos	sra-sos.public	SRX660018		250	PAIRED	FieldRun1	2016-06-09	42	28	8	2014-07-26	BB_P1	SRR1524578	SRS665017	JE.Lundberg.144	2013-07-08	Rice Paddy	Rice Paddy	Endosphere	USA: California, Central Valley	Rice	38.79889 N 121.44694 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
490	SAMN02929771	MIMS.me	Glab_B	sra-sos	sra-sos.public	SRX660183	JE.Soil.96	250	PAIRED	GHRun1	2016-06-09	27	16		2014-07-26		SRR1524579	SRS665182	JE.Soil.96	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
490	SAMN02929772	MIMS.me	Nipponebare	sra-sos	sra-sos.public	SRX660185	JE.Soil.98	250	PAIRED	GHRun1	2016-06-09	50	30		2014-07-26		SRR1524580	SRS665184	JE.Soil.98	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02928920	MIGS/MIMS/MIMARKS.host-associated		sra-sos	sra-sos.public	SRX660019		250	PAIRED	FieldRun1	2016-06-09	43	28	1	2014-07-26	Ditaler_19	SRR1524581	SRS665018	JE.Lundberg.25	2013-07-08	Rice Paddy	Rice Paddy	Rhizosphere	USA: California, Central Valley	Rice	39.41028 N 121.75139 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02928921	MIGS/MIMS/MIMARKS.host-associated		sra-sos	sra-sos.public	SRX660021		250	PAIRED	FieldRun1	2016-06-09	44	30	1	2014-07-26	Ditaler_19	SRR1524582	SRS665020	JE.Lundberg.26	2013-07-08	Rice Paddy	Rice Paddy	Rhizoplane	USA: California, Central Valley	Rice	39.41028 N 121.75139 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02928922	MIGS/MIMS/MIMARKS.host-associated		sra-sos	sra-sos.public	SRX660023		250	PAIRED	FieldRun1	2016-06-09	31	21	1	2014-07-26	Ditaler_19	SRR1524583	SRS665022	JE.Lundberg.27	2013-07-08	Rice Paddy	Rice Paddy	Endosphere	USA: California, Central Valley	Rice	39.41028 N 121.75139 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
